Comment	Member ID	Member Nickname	Rating	Restaurant Address	Restaurant ID	Restaurant Latitude	Restaurant Longitude	Restaurant Name	Restaurant code	Restaurant subcode	Time
"삼겹살파스타와 자몽리코타샐러드를 먹었어요.
매우 만족!!!!!!
삼겹살 파스타가 특히 너무 맛있었어요. 고기도 많고 면은 살짝 매콤해요. 샐러드도 싱싱하고 리코타치즈가 정말 듬뿍 올라가요.
같이 간 친구랑 열심히 흡입했어요!"	457236	김모찌	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-12-21 22:10:54
"두번째방문
삼겹살 스파게티와 플랫브레드, 자몽리코타샐러드
 
돼지고기를 자주먹고다녀서 삼겹스파게티는 맛있었지만 손이안갔음
플랫브레드는 거부할수없는 불고기의맛때문에 계속먹게됨...
샐러드는 쵝오 하지만 갠적으로 발사믹소스양을 좀 줄여줬으면 함"	479659	쏘쏘	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-03-05 23:18:51
"분위기 대박 로맨틱 성공적
딱 이런 헤시테그가 어울린다
자몽리코타샐러드는 천원인상되서 13000
삼겹살파스타는16000
리코타는 바닐라맛!이게 신의 한수인듯
지금껏 먹어본 리코타중 제일 혁명적인 맛
실제로 바닐라빈이 콕콕박혀있는게 보임ㅎㅎ
삼겹살파스타는 왜 고깃집 볶음밥이 생각나는거죠?
솔직히 두개다 집에서 흉내낼수있는 맛
나는 분위기에 홀렸다ㅎ 플라워 인테리어♡"	542643	요롤로잉	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-12-21 22:01:42
"삼겹살 스파게티, 포도 리코타 샐러드, 이름은 기억 안나는데 꿀 같이 나오는 페스츄리 시켰다.
삼겹살 스파게티는 같이 간 사람이 딱 야끼 맛이라고 하니 그런 것 같았다. 생각했던 맛은 아니었지만 맛있었고 김이 씹힐 때 마다 좋은 향기를 냈다.
아쉬운건 삼겹살이랑 마늘이 조금 탄 부분이 있었다. 샐러드는 생각보다 양이 많았다. 리코타 치즈는 맛있는데 이렇게 진하고 되직할줄은 몰랐다.
샐러드나 포도 다 신선하고 좋았는데 유자 드레싱하고 안어울렸고 리코타치즈는 너무 되고 빵은 부드러워서 발라먹기엔 궁합이 좋다고 생각이 안들었다.
페스츄리는 맛있지만 너무 양이 많았다. 차라리 반정도 양을 줄이고 가격도 낮춰서 판매하는게 나을 것 같음. 전체적으로 맛있는데 주문을 잘못한 것 같다. 식사를 하러 갔는데 샐러드랑 페스츄리 양이 너무 많아서 입이 너무 달고 배는 안불렀다.
다음에 가게 되면 리조또를 먹어봐야지"	722980	두부	2	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-03-19 21:31:49
대전에 이런 분위기의 레스토랑이 있다니 :) !! 명란로제파스타와 고르곤졸라페스츄리 모두 훌륭했다. 대전에서 가본 식당중에 가장 분위기가 좋은듯..! 담번엔 와인과 삼겹살파스타를 먹어봐야겠다@ 재방문의사 200%-! 모루와 모모가든은 대전에서 가본 곳중에 가장 흡족하다 	294426	코코브루니 	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-11-02 00:30:27
"맛집이라길래 친구들 끌고 찾아갔다
자몽리코타샐러드,삼겹살파스타를 시켰는데 
비주얼 굳굳
샐러드속 빵은 파리바게트 빵과 뭐가다른지 모르겠움
대박인건 리코타치즈가 흔히먹는맛이 아니라 되게알차고
넛티하다는 것!..삼겹살파스타도 입맛돋구기에 손색없다
결과는 리코타에반함.."	479659	쏘쏘	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-12-30 08:14:36
"파스타, 샐러드, 패스트리 등을 먹을 수 있는 한국-이탈리안 퓨전 식당이다.
삼겹살 스파게티를 먹었다.

고추기름에 마늘을 잔뜩 넣고 만든 오일 스파게티 위에 대패삼겹 숯불구이와 상추와 김가루를 올린 음식이다.
레시피 조합은 괜찮으나 기본기가 너무 부실하다. 음식의 기본은 재료다. 질 낮은 재료로는 무슨 짓을 해도 절대 좋은 요리가 나올 수 없다.
우선 오일 파스타인데 기름부터 별로다.
1.5만원이라는 가격이기에 당연히 올리브오일을 기대했지만 일반 식용유... 느끼하다. 게다가 고추기름 내는데 사용한 고춧가루도 시판용이라 향이 좋지도 않고 자극적이다. 먹고나니 속이 좀 쓰리다.

숯불구이한 대패 삼겹살도 질이 낮다. 육향도 약하고 육즙이 다 빠진게 냉동 고기인 듯. 육질도 질긴 편이다. 대패삼겹은 주로 질겨서 먹기 힘든 질낮은 삼겹살을 얇게 썰어 어떻게든 먹어보고자 노력한 경우가 많은데, 여기도 그런 느낌.
파스타 면도 그냥 공장 건면이니 특별한 건 없다.

가격에 비해 저렴한 맛. 싼 재료들을 조합해서 적당히 먹을 만한 요리로 만들려고 노력한 느낌이다. 신사동의 에이프릴 마켓이 떠오른다. 쓸데없이 퓨전하지 말고 기본기부터 지키는 것이 좋을 듯하다.

맛이 없진 않으나 굳이 파스타 먹으러 가진 않을 것. 가게 분위기는 괜찮으니 음식보다 분위기를 신경써야할 경우라면 괜찮은 선택지다. 다음엔 벌꿀 고르곤졸라 패스트리나 한 번 시도해봐야겠다."	494834	CECY	2	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-10-29 20:27:21
"문열자마자 눈에 들어오는..
식물인테리어+마블테이블+유리병+에디슨조명등...맘에 쏙 드는 공간이에요~ 
삼겹살파스타는 특유의 불맛과 구운마늘의 향이 조화로와 입이 호강하는 날이었어요~
피자는 평범한 맛이라 생각이 잘 안날정도로 주인공은  삼겹살파스타 였어요~꼭 드셔보세요~☺️"	599591	이지선	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-12-07 11:52:12
"#먹은메뉴 #맛평 #식당분위기

#먹은메뉴
●자몽리코타셀러드
●벌집패스츄리피자

#맛평
2명이서 갔는데 배부르게 먹을만큼 양은 많았어요.
개인적으로 여자 2명이서가면 메뉴1개에 음료 2잔~1잔 정도 시키면 딱 일 것 같아요. 3명이 가면 매뉴 2개 정도 매뉴1개당 1.5인분 

• [자몽리코타셀러드]는 셀러드인데 야체가 조금 부족한 느낌이었습니다. 그러나 맛은 괜찮았어요 치즈와 크램베리 그리고 상큼함 발사믹소스가 조화를 이룹니다. 셀러드에 함께 먹을 수 있은 빵이 나오는데 빵도 폭신폭신하고 맛있더라고요

•[벌집패스츄리피자]는 진짜 미각충격이었어요 꼭먹어보시길 추천합니다!!!!!!!!패스츄리가 진짜 바삭하고 고소하고요 그 사이에 들은 고르곤졸라 치즈의 양과 향이 아주 풍족합니다 ㅋ강추강추!!

#식당분위기
물병까지 이쁜 내부였어요 소품하나하나 신경썻더라고요 다만 아쉬웠던건 화장실이 가게 내부에 있지 않다는점 인거 같아요 그것빼고는 진짜 모든게 완벽했던 모모가든이였습니다.






"	560777	오오오	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-02-17 19:36:02
두번째 방문! 역시 맛있긴함 근데 이번엔 나의 메뉴 초이스 미스로  파스타 두개를 다 느끼한걸 시켜서..! 아쉽 ㅠㅠ 분위기도 좋았고 맛도 좋았다	553856	백승연	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-07-11 23:15:30
"초록색 파스타는 불고기 파스타?였는데 맛잇지만 느끼해서 매콤한거 시켜서 드시면 되고 삼겹살 파스타는 진짜 마있어ㅛ요요오오오어아우어어

벌꿀패스츄리는 안에 곰팡이치즈였나 ..치즈 매니아층은 ㅈㅓ아하실거 같아요 치즈 빼고 먹으면 꿀맛..ㅎㅎ저는요 ..

비쥬얼은 전체적으로 깡퍃ㅎ..저녁에 가면 예약해야 해용
대전 맛집이구 분위기는 끝내줍디다."	464253	소미	2	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-01-16 01:23:16
"맛은 있는데 청양고추 까르보나라는 너무 느끼했고
삼겹살 파스타는 너무 달크스름했다
맛있지만 그래서 중간이다"	772050	☺☺	2	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-07-20 00:24:04
"이색적인 퓨전 음식들이 돋보였던 곳.
삼겹살 스파게티와 백합 리조또를 시켰는데 진짜 독특하고 맛있었다.
삼겹살도 푸짐하고 리조또에 조개도 푸짐하고 굿!
다만 느끼한걸 조금이라도 안 좋아하시는 분이라면 백합 리조또는 비추. 엄청 크림크림 한데다 양도 많아서 먹을수록 좀 질린달까
샐러드도 꼭 먹어보고 싶었는데 워낙 양이 많으니 나중엔 셋이가면 좋겠다 "	630492	홍주희	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-06-23 12:52:36
누모아젤 페스트리 정말 맛있다. 고르곤졸라 치즈랑 계피향 나는 사과 조각 약간이 들어간 페스트리에, 벌꿀을 조각으로 잘라 곁들여 먹으면 본식과 후식을 겸하고도 남음. 삼겹살 들어간 살짝 매콤한 오일파스타도 좋았다. 	512704	북극곰	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-04-01 20:54:19
메뉴가 전체적으로 조금 독특하고 건강한 느낌이에요! 고추오일이 들어가 매콤하면서 느끼하지 않은 숯불삼겹살파스타와 패스트리위에 고르곤졸라 치즈가 올라간 패스트리 상큼한 청포도 리코타 샐러드! 전체적으로 맛있었습니다>_<	46495	낭이	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2015-01-15 23:59:20
"일단 분위기가 좋았다 ! 
맛도 좋았고 데이트하기 참 좋았다! 
나는 다 맛있었는데 남자친구는 페스츄리가 꿀이랑 먹었을때 너무 달다고..ㅎ "	553856	백승연	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-05-28 22:31:35
"자몽이 들어간 샐러드는 상큼하니 완전 내 스타일이다. 리코타 치즈였나 치즈가 자몽과 아주 잘 어울리고 야채도 싱싱한 듯 했다

명란파스타도 아주 맛있었다. 느끼하지도 짜지도 않게 간이 매우 적당했다."	648211	ChoiMinseok	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-11-08 14:26:03
"삼겹살 파스타랑 자몽리코타샐러드 먹었어요!
둘 다 맛있었습니다!
감칠맛났고, 숯불향이 났고, 달달했고, 상큼했고!

무엇보다 매장이 너무 예뻐요~ 여자여자한 게 취향이라면 여기가 맘에 드실 거라 감히 단언해요ㅋㅋㅋㅋㅋ
근데 간판이 대로변쪽에 제대로 없어 한참 두리번거렸네용ㅋㅋ
가게가 조금(?) 숨어있어요ㅋㅋㅋㅋ

또 가고 싶음!"	530546	애기입맛 yuu	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-05-22 00:02:55
가게가깔끔하다. 삼겹살스파게티, 명란로제파스타, 고르곤졸라패스트리 다 맛있다. 명란로제는 확실히 명란덕에 풍부하고, 삼겹살스파게티는 약간달았지만 고추기름덕에 안느끼하다. 패스트리는 첫입은 정말맛있었는데 많이먹으니 단조로웠다. 이건 4명쯤가서 나눠먹으면 좋을거같다.	549004	우리동네 음주대장	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-06-23 03:27:40
이름이 잘 기억안나는 저...도우에 싸먹는 메뉴는 양파에 대한 개인적 불호를 떠나서도 그냥 그랬다 삼겹살 파스타가 훨씬 나음. 물론 최고는 누모아젤 패스트리. 	512704	북극곰	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-06-05 16:10:49
하우스 와인이 맛있었고, 신기한 메뉴들이 많았다. 리코타치즈가 달달한데다 꾸덕해서 딱 맛있었는데 곁들여진 자몽이랑 발사믹 소스가 그 맛을 한층 돋보이게 해주는듯! 조금 비싼게 흠이긴 함ㅠㅠ같이 시킨 호두 샐러리 바나나 쥬스였나 비쥬얼이 충격적이었는데 ㅋㅋㅋㅋ 신선했다	518530	EYJJ-!	2	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-02-26 14:10:26
"갈 때 마다 맛과 분위기 모두 만족하는 곳
새로운 메뉴에 도전해도 실망한 적이 없어서 계속 가게 된다."	509337	-_-_-	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2016-04-24 01:52:09
"꾸덕꾸덕한게 땡길땐 무조건 가는 집!!!
숨겨진 맛집처럼 혼자알고 있다가 친구데리고가면 엄청뿌듯한 ㅋㅋㅋㅋㅋ깔보구리와 페스추리는 무조건 필수적인 메뉴라고봅니다 ❣ "	694114	슬기	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-01-04 20:43:51
"진짜 맛있네요!
대전에서 먹은 음식중 제일 맛있었음ㅋㅋ
진짜 완전 강추에용♥"	652466	이경림	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-02-19 22:45:11
"삼곂살파스타에 허니칩이통째로나오는 페스츄리
모모가든 분위기도 좋고 맛도 좋음 "	199425	찐	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2015-07-26 00:53:00
"파스타가 독특하면서도 입맛에 딱 맞았다.
생각했던 것보다 양도 많았다"	145360	김정창	3	대전시 서구 둔산동 1081	188235	36.3518803	127.3757299	모모가든	4	16	2017-06-29 12:59:30
